cpg	gene	intersection_area	slope_male	slope_female
cg10841253	CLNK	0.6852162391841206	-0.0011148538766518833	-0.0007289419205900216
cg27260772	TFAP2B	0.685586853228449	0.0012778155212179896	0.0011828228609943728
cg24439334	PEX10	0.686045304166865	-0.0010932779073971383	-0.0008541197724633335
cg25273233	PRDM13	0.6863743166933199	0.0017799751915019712	0.0011634103870082329
cg13942826	PRR4	0.686934412620455	-0.0012075791772919956	-0.0007414569937037399
cg25362652	na	0.6874463849347631	0.001225892425223335	0.0012803464877240392
cg01652244	DPPA5	0.6902066211679799	0.0010410031642281532	0.000856290762622615
cg06636541	BAHCC1	0.6904853718818732	-0.001121668146534219	-0.0005379563764304902
cg03349020	FBXL16	0.6922356375941932	0.0007814719042735726	0.0012190725028329156
cg16440561	SPEG	0.6937293262811997	0.0034446447166887086	0.004247917911801389
cg27504802	TRIM67	0.6959298805421006	0.0012805003234417959	0.0012315812049593941
cg14515364	na	0.6973164286166115	0.001890503640907061	0.0011629435981377998
cg02931604	DPPA5	0.6975097992466961	0.0014185309621309319	0.001107343146107716
cg20073313	PXDNL	0.6991168844165978	0.001880860511972668	0.0011999497815311305
cg14371731	ZMIZ1	0.6995573418796865	0.0026164727894062833	0.0015864486852809599
cg15624813	na	0.6997343174777166	0.0010994550485332595	0.0010020326156416754
cg20809378	na	0.7014010910205628	0.0023214104918793657	0.0020104466703266466
cg00325531	na	0.703399400342619	0.002130543093549113	0.002419533678727961
cg05056638	na	0.7047565083988991	0.002554286410485782	0.0022676084876996354
cg20110742	na	0.7051850560960048	-0.0010866424360265541	-0.0007313303867425179
cg08151623	na	0.7058598370102096	0.0019536271344729283	0.0015525638941440904
cg11395414	FBXO17	0.7064301840736094	-0.0017890968715915815	-0.001389424311555022
cg03950599	na	0.7067855205502048	0.001955248440575068	0.0013215212763524103
cg07003407	LOC284837	0.7080462953741118	-0.001316275015459478	-0.0013006306096145792
cg17052170	LY6E	0.7093296264134501	-0.0014853514076352873	-0.0006598482144689854
cg19206146	na	0.7105737611067142	0.002161074114322302	0.002987409937553543
cg12272837	PPAP2C	0.7111531781943011	0.0018821636214793012	0.0017029067383609211
cg08280341	na	0.7122364342069967	-0.0014394624495109878	-0.0004232999314001848
cg16288089	TAC1	0.7126469380003047	0.0016003447531982443	0.0013734385623705397
cg07824824	CIDEA	0.7166286419418859	0.0014837279300799967	0.001574761016035699
cg14389669	ADAMTSL2	0.7170900450476166	-0.0015090395823708102	-0.00154367684294553
cg04100532	UNC80	0.7172849336631413	0.0019699091022649306	0.0016734439628733856
cg24199834	POU4F2	0.7173751021874357	0.001129474349897005	0.000950064568940218
cg02258201	HRCT1	0.7177362043720688	-0.0018894983883890285	-0.001748695057188615
cg17712694	na	0.7185526968525022	0.0019564483284080117	0.001746831452107656
cg05017628	na	0.7186799888679565	0.0022282498259278537	0.001744043848959465
cg26612727	ZPBP2	0.720509212877003	0.0013217857736154243	0.0013174464881163049
cg13929323	na	0.7208010108297767	-0.0015184978220951224	-0.0008231747981308378
cg09187505	na	0.7209070932746519	0.0017641830175670037	0.0018715001861572284
cg13158272	na	0.7216369757935832	-0.002004798319198231	-0.0010435209893248532
cg03358636	KIAA0226	0.7222962022437596	-0.0012696441845544049	-0.0005426969247817819
cg20704654	NCRNA00028	0.7228215864308192	0.001945796365484543	0.0012678760012997752
cg19432362	SIAH3	0.7230186575578805	-0.0010196477439546913	-0.0006308548187322218
cg22271663	FBXL16	0.7237672699479976	0.001644270372660572	0.0024109515215828387
cg01978236	NOTCH4	0.7251836517829261	-0.0009006214655286871	-0.0007083054356357822
cg00637687	PCSK1	0.7253400250635575	0.0013192129966281114	0.0012997094751422346
cg05609159	na	0.7264877614269236	-0.0011979435978759756	-0.0013622439313051029
cg06432753	na	0.7267668994067746	-0.0012146867709867122	-0.0008526980784900556
cg02891686	SOD3	0.7275824473564423	0.0024685851610226294	0.0022339644053492036
cg16937168	SNED1	0.7283741280809319	-0.0008723869328622043	-0.0010584214387931523
cg00327072	NEURL1B	0.7286428392627942	0.0015807440010705829	0.001132238163366684
cg13066983	FAM19A1	0.7289539689661235	0.001535068726510475	0.0015424041069612793
cg02085507	TRIP10	0.7295978838354809	0.0012999132219364995	0.0009381732586754724
cg07160932	SEZ6L2	0.7301929043545757	0.001790157848861648	0.0014574345260420492
cg16987606	GPRC5C	0.730262919978069	-0.0007169532559769636	-0.001082790110224381
cg17774559	IRX4	0.7303295689005505	0.0028754666189011627	0.002513597707184623
cg20665157	CADPS2	0.7316602647341137	0.003751934876082144	0.0031082837881007187
cg12392473	KCNB1	0.7317414674377505	0.0014691578447069244	0.0014072586095475173
cg11630939	na	0.7317853590726731	-0.0012125575636568787	-0.0006397552897467962
cg10409981	na	0.7324183031977294	0.0028280291101394003	0.0020059536918421036
cg19341652	DSE	0.7331293722176112	-0.001115291725866227	-0.001096657829201953
cg24167372	na	0.7334400445371203	-0.000586343854562566	-0.0014956501946305281
cg18898125	NEFM	0.7339807197756777	0.0013309638434068852	0.0011499850808059783
cg01605783	LOC284837	0.7350957836998678	-0.001128879723586152	-0.0009987557668229771
cg07376381	LCK	0.73533638662136	0.0015876403233459004	0.0013759474733132477
cg05542681	FBXL16	0.7370417189967594	0.0029678711463283908	0.003848494824535553
cg27464846	na	0.7379208979750568	-0.001067450349348802	-0.0004057261272923312
cg20664247	PEX10	0.7379322368130833	-0.0013453262840619283	-0.0014902594447232546
cg22133973	na	0.7382876183694529	-0.002394151990965491	-0.0018726734792353338
cg22131234	VSTM2A	0.738406623764088	0.0015941064933704754	0.00159841109328949
cg09183450	AHNAK	0.738676184150888	-0.0015696565553961006	-0.0013977195008158109
cg26130488	na	0.7389749740987797	0.0018999490777193396	0.002021800334381864
cg21180703	DAPK1	0.7396278196329116	0.0008705477923965082	0.001367957556770684
cg25390787	CRISP2	0.7399931190844673	0.001114881400266093	0.0011037497910024515
cg21184711	CADPS2	0.7401348381158488	0.005318243319977477	0.0038664619159307634
cg08617160	MIER2	0.7404817837842416	0.0020385994476611493	0.0016558188328938102
cg26715042	CRISP2	0.7421061511124769	0.0015797333712715149	0.0021802531451149843
cg02650401	SOX2OT	0.7423216639450094	0.001061362675301764	0.0012479206329131102
cg23149300	na	0.7425933093344963	-0.0011955163432047539	-0.0009431221075915717
cg17286244	MIR548H4	0.7431260247496043	0.001051484559777786	0.0005791578243349985
cg21811204	SHROOM1	0.743804301184755	0.002158252601359515	0.002114780920083282
cg04790977	na	0.7442276195461895	0.0014183429436974238	0.001351024949998834
cg01166925	na	0.7444029855514974	0.0012170017670091115	0.0014637564482180058
cg25218716	FOXA2	0.7444627503885215	0.0016135956037808517	0.0013701098589436636
cg23480021	na	0.7445044858832238	-0.002702091065466801	-0.001717826694713311
cg01355392	SOX18	0.7445515427116274	0.0014767263726202834	0.0008234640838566715
cg23302649	C14orf23	0.7449968762412158	0.0023862958249388287	0.002350711236622637
cg20026939	na	0.7450094916913386	0.0015481742079798378	0.001711237314215806
cg02571816	PPP1R14A	0.7460861229430011	0.002536821777862112	0.002202659667577706
cg13539545	na	0.7461020517638646	0.001658439402851801	0.0016707936373800089
cg11562153	GPX5	0.7463464155410183	-0.001415167183692378	-0.0014654677200575147
cg06060874	PRDM16	0.7464501435645092	-0.0018364814079580916	-0.001584768466580175
cg18657389	EVPL	0.7470928561585108	-3.2415764957564964e-05	-0.0012660415119118565
cg05991454	na	0.7476212594719449	0.0023021857982226104	0.0020534821046244815
cg13756273	TUBB1	0.7481175994851176	-0.001193238696920338	-0.0009298910732061283
cg01229998	MS4A4A	0.7482947492541407	-0.0010343523701655368	-0.0010506535307837645
cg03578951	DMAP1	0.7483103449622721	-0.0013359255004367766	-0.001581219184135023
cg11773346	na	0.7488766295641456	0.001702043252561955	0.001429836323419767
cg10762626	OCA2	0.7490877762828027	0.0011676228411855241	0.0010150574424744611
cg26099045	na	0.749291463864479	-0.001034192169131237	-0.0007142109509861263
cg09214243	na	0.7507853032887307	0.0018258846712806615	0.0013566048957257442
cg02664812	na	0.7512153051421128	0.0016711166464546958	0.001589543240197579
cg12440062	CRISP2	0.7513962902711904	0.001284011106856034	0.0013300643645752994
cg23149687	PRR16	0.7517896560648216	-0.0016033672158620022	-0.0011717039039186002
cg17261675	C21orf29	0.7525204706772806	-0.001010559251618358	-0.0005573551356142146
cg10499651	PPARG	0.7525818049894887	-0.000918670338146192	-0.0010112311136187145
cg09085932	GRK5	0.7534152559909251	-0.0010180490087428797	-0.0007119834036869665
cg22557662	PPP1R14A	0.7535231024100913	0.001399825991660161	0.0011480505157871578
cg19099050	LHFPL4	0.7539150615683889	0.0015989175720758804	0.0014327256238681073
cg21678377	DPP10	0.7540321627020298	0.0017758426739495493	0.001604020677869041
cg26635219	CFTR	0.7543906775280392	0.0013238399732813265	0.00119256833568438
cg09262197	C1orf174	0.7546456841031255	-0.0011169214343439491	-0.0011900212488091533
cg01101873	PRDM16	0.7549195445209835	-0.0014472296426142786	-0.0014069642507465942
cg07152216	na	0.7549280879572351	0.001862762760864853	0.0016753595406295487
cg16888547	na	0.7550971275496237	-0.0013290782045663888	-0.0009595487032492593
cg04897644	PKLR	0.7551062433830336	0.0010875325217164548	0.0009149426730266316
cg09559189	EBF2	0.7551863289161136	0.0021131829094737783	0.0020562356300889593
cg18252039	na	0.7552253644019946	0.0014243256669913312	0.0012750286023210612
cg07529654	TGIF1	0.7558170231289639	-0.0022881452322982086	-0.0017698316480878732
cg13654588	PRLHR	0.756138600294546	0.0020041965884594376	0.0018294876941314841
cg17430979	JAKMIP1	0.756555595474292	-0.0020036033083724197	-0.0020422596659398656
cg18468354	na	0.7568262173974702	0.001769476439340735	0.0017426555132441304
cg27111756	PPP1R13L	0.7568328690011803	0.0022727431424588583	0.002265783860706746
cg05708536	na	0.7568688499617691	0.0017737713576880402	0.0008874700685217607
cg13485366	na	0.7570186423428232	-0.0007912324882054056	-0.001063161877310801
cg02478448	CCNA1	0.7571600910528602	0.0015431881598599643	0.001493777680842379
cg26307359	SEZ6	0.7573747028533684	0.0015694975841178088	0.001464729584367919
cg05620980	na	0.7573919250993197	0.002326234754569305	0.0024860559249081887
cg01111041	PPT2	0.7575135717876199	-0.0011003803633348893	-0.0009776287634790653
cg18063312	na	0.757565881835023	0.0016123937833961103	0.0013871274568678048
cg05003599	FBXO24	0.7578437972896284	-0.0010991654035686885	-0.0009211429151338224
cg20909645	na	0.7579098776743349	0.003760310322211214	0.003094603231237866
cg15695045	PLEKHA6	0.7579652609732723	-0.001184642559548021	-0.0009610560276894442
cg18877271	TNNT3	0.7580243398972003	-0.0011557382538930222	-0.0010053489759100874
cg08526991	SOX11	0.7582323533445345	0.0018502579236381027	0.0016531238975774367
cg02045971	PRR23B	0.7583823363230899	0.0022427620849523	0.0013131848287102163
cg16291880	na	0.7584793080303891	0.0010716941459758475	0.0009432082647574276
cg01327602	SHISA7	0.7585400287064149	0.001485436558965075	0.0013970999354458436
cg18675097	NKAPL	0.7590882034496877	0.0026449846948791793	0.002587415304582773
cg03772909	PRR23A	0.7591252251511105	0.0012522394237114054	0.0011983405433191546
cg00387658	CASS4	0.759140051141368	-0.0017694116247709303	-0.0015779500793984388
cg04098052	na	0.7592185126926897	-0.001753124325537012	-0.0015715712254290354
cg17889586	MYH14	0.7592627614044662	0.0010974749449401647	0.0014118385567206025
cg24938830	UNC80	0.7596091638093494	0.002163390972529154	0.0018394302364551731
cg01030534	FAM115A	0.7596481163793166	0.0017731685570993934	0.0015524412531236524
cg12744820	OLIG3	0.7598140744218735	0.0018605630433570946	0.0015582592221324778
cg19653417	na	0.7599805217654111	-0.001089235046104571	-0.0004591811558973401
cg08153621	na	0.7601485578055729	0.002375683980392608	0.002123588912497861
cg15466862	SOX1	0.7603464639194706	0.002905734623039654	0.0025720254863233786
cg01590439	NCRNA00051	0.7608283710833985	-0.0007468442232970821	-0.0010792700130146755
cg09744397	TARSL2	0.7609925951254406	-0.0015042576905595784	-0.001091818638791649
cg10269548	RASL11B	0.7610118050522137	0.0019873782714728092	0.0017329924967888247
cg14255824	TJP2	0.7611385485091726	-0.0020174710671728127	-0.0012410659313586373
cg26422458	ELTD1	0.7613020051829109	0.002847633783466907	0.0026760512582256982
cg26345105	na	0.7613613820834189	0.0029204599299510934	0.002612107598869094
cg16050468	na	0.7615057496005095	0.0008804238555802968	0.001005077103585242
cg14469684	na	0.7616536516523367	-0.000922695006492422	-0.001434592439135151
cg02344113	na	0.761694236078688	-0.0012071285711237013	-0.0009487843709221236
cg19340941	RBM46	0.7618801038968478	0.001940717625380406	0.0014182311405263562
cg10275315	BNC1	0.7622672340316364	0.0018772323600050943	0.0014644591406456743
cg23881278	DRD2	0.7623198472501892	0.0018720411718050874	0.0016870369100044007
cg06793562	na	0.7625108043119697	0.001948334321877389	0.0019554144051963087
cg04671611	A2BP1	0.7630291284138458	0.002091652669702102	0.001859292406595086
cg09317508	na	0.7631932586182019	-0.0012301648642552908	-0.0008887260440845577
cg05308495	CACNG6	0.7635799698843062	0.002444863906762433	0.0016730931114698532
cg00034076	RALYL	0.7636274095554036	0.0011844118930697206	0.0012103401771027273
cg04453050	GRM2	0.7636572126856799	0.002644206067873611	0.0022612037263546807
cg11125758	na	0.7639511533244039	-0.000749637533140538	-0.0011513884455044729
cg18757405	na	0.764184652724911	0.0010608626307779018	0.0010542668309361485
cg04715503	CLDN9	0.7643089902844651	0.0014378454186471333	0.0007091443468870835
cg22637865	TTLL1	0.7643435398333349	-0.0011643448198919606	-0.0010271140163991544
cg23097402	DMRTA2	0.7644958613418473	0.0017085688276026521	0.001410283283583493
cg12765064	na	0.7645838805305215	0.00220248495046658	0.0018339922239739542
cg23656083	SPACA1	0.7645941013261572	0.0013882752235398889	0.0009643368526906348
cg15415452	na	0.7649903667986908	0.0015657616508636173	0.0014973519069487622
cg23316648	na	0.7651941239310638	-0.0008814022596982717	-0.0010248916988561125
cg13502125	na	0.7652943892236443	0.001173881087110206	0.0006074640069870412
cg19784428	NWD1	0.7653714794051758	-0.0032870063248409197	-0.0026804933778501257
cg08234308	LEPR	0.76560093388696	0.0015443650331630173	0.0016378399914540069
cg00303541	GRM2	0.7656242936222495	0.0038184408683752335	0.0033378695148962175
cg03274391	na	0.765703062871643	-0.0034940642754103333	-0.0019723955098471264
cg16276982	na	0.7657475285154829	0.0017590578135361083	0.0016867520682843475
cg23737263	na	0.7659398921777348	-0.0011645794416590102	-0.000875282636647659
cg08551976	SPACA1	0.7659953101024721	0.0016602994412480863	0.0013027973189537738
cg05938607	BICC1	0.7661437091687675	-0.0013997380188710087	-0.0010944414341684575
cg10917602	HSD3B7	0.766304816606169	-0.0019168430216494794	-0.0018627384200265217
cg03738352	SLC34A2	0.766336728789006	0.002022949744792987	0.001932431312641572
cg24543696	DKK3	0.7663538447355718	0.0015303870774580196	0.0013590052694366181
cg18727742	ATHL1	0.7664633503038984	0.0014924981675686043	0.0011688344105601318
cg01797381	IL17RD	0.7665701124037846	-0.0014573490370161884	-0.0010286894756149003
cg14120049	HSPB6	0.7670795359228335	0.0028247034662745012	0.0019351975461604175
cg06643849	AURKC	0.7676544124069058	0.0010646305358312752	0.0012656156915982427
cg19619405	ADAMTS20	0.7678672275949082	0.002284025150660075	0.002193152300891215
cg25432232	AURKC	0.7678700547628039	0.0014236785027835755	0.0016300747035199261
cg00821310	ACOT7	0.7678934191318783	-0.0011732225082111555	-0.0014308161087415794
cg16647921	na	0.7679619145178903	0.0019142869724408417	0.0017963661195251365
cg04842472	na	0.7680033294276283	0.0012408177894095594	0.0011109791160321565
cg18319852	KIF25	0.7680275673659314	0.002178139453530351	0.001805203131211979
cg06783737	na	0.7681757340611199	0.001870972810010556	0.0018695903842582563
cg05107535	na	0.7681839243217685	0.0018617466228866588	0.0013606384802761391
cg18700428	na	0.7682860340005012	0.0012032298926816045	0.0006083022371797752
cg09704401	na	0.7686588448772333	-0.001050900223965265	-0.0009243574366833216
cg06268875	FAM38B	0.7686653051410421	0.0015422293731740418	0.0006698110121712003
cg11853788	TDRD5	0.7691883489946068	0.0024254568676154525	0.0024966846731752303
cg11885357	ESYT3	0.7693502667312264	0.002746612901227899	0.0010092163078516962
cg04658841	na	0.7695193022753085	0.0010500766015354532	0.0011543070665717963
cg12899747	na	0.7698097090169467	-0.0023482739668119583	-0.0025217409986127695
cg19344626	NWD1	0.7698597240227789	-0.00423276654133074	-0.003330316730707562
cg14190522	DAB2IP	0.7699296529110031	-0.0012852441615232328	-0.001017010003011512
cg03704393	ZNF169	0.769987604836174	-0.0008628953801209562	-0.00045677034594167576
cg24601559	na	0.7702351842209663	-0.001210393432553637	-0.001034423740725721
cg12250581	na	0.7702354500385884	-0.0010451966768464335	-0.0007930686690514379
cg23198793	CAPN3	0.770245457001612	0.001212660840554776	0.0011289073920516177
cg00448560	ZNF423	0.7703342126806421	-0.0015427749446434394	-0.0012345714711057916
cg09839635	RNF180	0.7704072125592836	0.0023848595308929976	0.0022445362756246963
cg04662594	EPB49	0.7708806027086115	-0.0015467032519115545	-0.0013242805345480527
cg05083128	WDR1	0.7714376285406632	-0.0011496814514488367	-0.0010882772117342511
cg21481503	na	0.7714903452925794	0.0013218111823262062	0.0012410669770235715
cg14480266	na	0.7716881178400102	-0.00169781938704138	-0.0012662834607908386
cg22121557	na	0.7720520588387588	0.002417271950007672	0.0024375676179958007
cg01836906	na	0.772186063151366	-0.0014566141819828	-0.0007295055179837614
cg06853416	na	0.7722601477300384	-0.0015538723213559386	-0.0012751776758862933
cg14811319	SPACA1	0.7723726408409147	0.001350580271344109	0.0011116995909158484
cg03858673	na	0.7724234233106122	0.0017937576043864038	0.0020747010784850214
cg22820188	LMNA	0.772547021958971	-0.0011220518542493227	-0.0012331865424025474
cg12485185	na	0.7727533314719464	0.0014495280177979667	0.0015761325617296837
cg05698078	na	0.7728125609252269	0.001377227013281055	0.0012345216103131847
cg17694795	na	0.7728920753614578	0.0014621517377657203	0.0013063776219374484
cg13335886	C1orf174	0.7730318157899617	-0.0010824466488360527	-0.0007943804713297481
cg08418111	LDHC	0.7731842116486527	0.0012279691940648755	0.0007954063178799188
cg04058752	B3GNT6	0.7734228986395202	0.0014842773876059638	0.0016468857107281212
cg21571060	na	0.7734554833276583	-0.0012401356670489882	-0.0017758147951034437
cg13544075	LCN6	0.7736606614752095	-0.0015818279537987445	-0.0017878223428583104
cg25424279	na	0.773670670245469	-0.0016389627996465342	-0.0012636140130406633
cg14614094	EXOSC2	0.7736969850850203	0.0017167733892240649	0.0016045075634471585
cg15146462	na	0.7737815528965759	0.001295528672232724	0.00026271924889078034
cg23115387	FOXE3	0.7741634507974149	0.0014164733705999953	0.0013671204865621505
cg14643892	C12orf56	0.7743091410724767	0.002900931903203345	0.002579871700265668
cg25347941	TTLL1	0.7745914455729515	-0.0009734315244678298	-0.0008759386963188304
cg02691035	ACSF3	0.7746535700234188	0.0013574804383921651	0.001515010652178699
cg07962143	na	0.7747138088673442	0.00198682693148122	0.0018328345498956598
cg08515264	ALDH1L1	0.7747896175390436	-0.0010121187291247376	-0.0008210865920834601
cg15007228	SKI	0.7748304384469986	-0.0010115547543964349	-0.0007744620344925791
cg23944251	LOC100128811	0.7748832614362178	0.0020217507276304135	0.0018605091517281053
cg15890469	PGF	0.7753319131948007	-0.0008782211051461836	-0.0009491961289867824
cg26749518	KLK9	0.7754903029552216	0.0012952229065287242	0.0023444198221094794
cg17236870	GRID2	0.7755007256609388	-0.0012775841450695174	-0.0011034081254208668
cg21772773	CAMTA1	0.7755097143282675	-0.0007252007769110155	-0.0010280369884652703
cg04188920	PFKP	0.7756370189604486	-0.0014497587348064357	-0.0011546716897666005
cg21901277	na	0.7756395825453506	0.001911340800915421	0.002086584150007083
cg09515953	PPP1R14A	0.7761580002245556	0.002064831555805284	0.0018574225985931675
cg11245681	na	0.7762583051984684	0.0018414660298297848	0.001355794970338412
cg04731926	LSR	0.7764005462004788	-0.0006522483708802276	-0.0011054920010370602
cg15903032	na	0.7765240938483093	-0.0013497943221681696	-0.0012007790743804325
cg08772003	AS3MT	0.7765816934439826	0.001292889102327666	0.0010968307763794267
cg27094244	SYT7	0.7766798735179454	0.0019736942907792334	0.0016639175108663837
cg18485193	MYO10	0.7766987606023217	0.001439107247701044	0.0013947930779877242
cg26874229	na	0.7768776763752195	0.0010053857069892028	0.0010462587231432653
cg11698888	na	0.7768811369314514	0.0013073803547362763	0.0012835615981431536
cg06174495	na	0.7769653891023041	-0.0010830863544197455	-0.000586747696961726
cg23615741	na	0.7771149815935073	-0.002153608767726543	-0.0016155989724438375
cg19618897	na	0.7772823158148603	-0.001267378163221175	-0.0009037784684631774
cg12110437	LY6E	0.7772869374994938	-0.001034109663686963	-0.001057296011285473
cg25773262	BCAN	0.7775246245419922	0.0026177950051145737	0.00268390374221905
cg21692450	na	0.7775538681375553	0.002276561865253761	0.002480996075070094
cg08202165	na	0.7777029312423351	-0.0010021214557680094	-0.0007945839616622184
cg07715777	na	0.7778162102006396	-0.0015359911189047773	-0.0015679714513012757
cg00242358	CSPG5	0.777903835536232	0.0012745384433464012	0.0011309591617540639
cg06762457	ZC3H12D	0.7779297473247204	-0.001458124905327388	-0.0016128767036397576
cg00073460	ZC3H12D	0.7780620667290858	-0.001300756896119389	-0.0015021522797518138
cg11231349	NOS1AP	0.7781646196882401	-0.001373641184930627	-0.0009231315054358515
cg04503319	ANKRD11	0.7781967670010896	-0.0018063603016259312	-0.0019458291547371422
cg00539049	LYPD6B	0.7782483800948052	-0.0010313135354557247	-0.0008330276491370817
cg03661409	GLS	0.7784397081919816	-0.001195668385253062	-0.000934732060303764
cg16746221	OR11G2	0.7787041945669365	-0.0010953341928500772	-0.0011179403573701294
cg24114014	na	0.7787593203450702	0.002855685041672836	0.0030826628927206018
cg21908557	PCDHGA4	0.7787643159506618	0.0010241147244602759	0.0010354993596578682
cg13807549	na	0.7788185167648864	-0.0013404456860497615	-0.0010770805527624634
cg18222590	PLEKHA6	0.7788688282783148	-0.0011702824422186885	-0.0009678427964177571
cg16431787	LOC285768	0.7789889311585672	-0.0026894735532433296	-0.0020057383687796053
cg26002218	CKB	0.7790604191347326	-0.001120241999793546	-0.0007656845968381857
cg06729532	na	0.779089146413456	-0.0010309024383851919	-0.0008621975456628505
cg26331343	na	0.779267396452753	-0.001154510157146264	-0.0014451241265436014
cg10372829	na	0.7794738365580658	0.0014960033914560695	0.0011948950113734567
cg04134748	PRDM16	0.7795107686730606	0.0010576715795803393	0.0007043898444345398
cg08352439	VOPP1	0.7795599085626814	-0.0012687444675810494	-0.0014866886773747833
cg07060551	SHANK1	0.7796890534325033	0.00250319580745402	0.0024380564980249165
cg11642106	na	0.7797807421131722	0.002520770469059807	0.00228220098688043
cg14362178	na	0.7797996546422726	-0.0010186775100346262	-0.0007767176395454481
cg23006040	na	0.779883515167125	-0.0011445739065873712	-0.0010191306212560863
cg26644674	PFKP	0.7799449660108373	-0.0010760548358821006	-0.0008535260365747265
cg25150721	CDC14A	0.7799918137710172	-0.001354039658481848	-0.0010573781552689408
cg10590964	na	0.7801654658504695	-0.0008416633208610116	-0.0011589385729583698
cg08545129	na	0.7802187638832202	0.0011509868259924087	0.0011572155996714903
cg24704287	na	0.7802503578072437	-0.0008003659912105465	-0.0010329612176877845
cg23549902	na	0.7805184610050089	0.0010560970121039584	0.0015776728541145898
cg18252903	na	0.7805854482459871	0.0012942682363541044	0.0011756581701654592
cg07920525	na	0.7807503879492605	0.0015886523970125568	0.0013937277863030238
cg23476877	na	0.7809602781309478	0.0032687257272486668	0.002594352277536354
cg25790212	IGSF9B	0.7810144729983657	0.001418388681158189	0.001937654932489325
cg25865120	DUT	0.7810544407173059	-0.0011129480804600842	-0.0008933436466482234
cg06364044	na	0.7811369200879323	-0.0011309704842362644	-0.0013450588576044225
cg00456672	C2CD4A	0.7812299295785574	-0.001031712195801629	-0.0008766694059299516
cg20249566	NWD1	0.7813029983197172	-0.003556185047483793	-0.0029155726002681286
cg14898223	na	0.7813262828890212	-0.002078466856580733	-0.0023553981440491115
cg18990365	PDE1A	0.7815415965935553	-0.0016760340568166086	-0.0013504308212302692
cg01290904	EVC2	0.7815452593427197	-0.0013671707383476402	-0.0009496083254743592
cg26413855	na	0.7818580540129976	-0.001559715956602927	-0.0012660945062632116
cg24518098	na	0.7818973984641648	-0.0012068868596922762	-0.0011924515790479196
cg16015113	KIAA0319L	0.7820733817417134	-0.0013220405208965323	-0.0009812994785113915
cg14325153	PRR23C	0.7821443720076089	0.0018075437326226088	0.0016395522338039472
cg20088245	na	0.7821860759075658	0.0012512964931798041	0.0018911759117348078
cg07091481	C10orf58	0.7822253331966651	-0.0013831685659379568	-0.0010281461604329102
cg05050657	na	0.7822372728358	0.0011929507223311369	0.000918635558523393
cg18715243	GPR124	0.7823662614305875	-0.0015709803963389081	-0.001382448659910678
